,date,sal,scu,sru,zpm,dxa,dxm,zwh,zcf,sfu,dxc,dxb,zsr,dxy,zta,szn,zoi,dxl,dxp,srb,swr,zri,dxv,spb,dxj,zma,sag,zfg,zrm,zrs,djm,ztc,sbu,dxi,djd,zjr,dbb,dfb,dpp,shc,zlr,zsf,zsm,dcs,sni,ssn,fih,fic,fif,ftf,fxt
56,20050401,16739.4991,31984.5721,13323.1399,,3067.8608,2630.8236,,14285.95,2501.1969,1307.1669,3008.582000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,20050404,16663.1461,31817.0149,13392.2735,,3040.4589,2604.8191,,14442.0125,2597.78,1313.5705,2989.1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,20050405,16644.4314,31891.6694,13434.0168,,3033.39,2600.9429,,14370.1015,2566.2185,1307.2294,2998.0728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,20050406,16694.9533,32305.5634,13382.8873,,3060.0754,2627.2534,,14344.1725,2619.1305,1309.321,3010.1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,20050407,16858.3908,32699.1306,13466.6881,,3097.9719,2657.586,,14460.8195,2672.5868,1305.5517,3033.2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20050408,16804.752,32623.8137,13061.7393,,3073.3728,2622.438,,14389.7566,2602.482,1305.8956,3015.3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,20050411,16926.1207,33307.6668,13005.2891,,3023.8065,2557.4796,,14683.1288,2619.9124,1306.9939,2988.2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,20050412,16846.1122,33351.2509,12950.4571,,3061.6677,2595.0072,,14679.2769,2634.4847,1312.6331,3016.8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,20050413,16813.2524,33094.8623,12665.7611,,3032.3807,2553.6688,,14431.7428,2529.5433,1306.2679,2987.1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,20050414,16631.9995,31700.1634,12697.383999999998,,3032.1554,2571.8785,,14279.8904,2536.1234,1305.1492,3007.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,20050415,16711.5828,32189.3524,12671.9204,,3012.4043,2559.2249,,14421.1565,2545.8152,1304.012,2994.9896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,20050418,16739.6543,32217.6891,12756.5475,,2983.78,2556.2699,,14415.0229,2516.4663,1301.8128,2985.5274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,20050419,16702.6371,32667.9344,12898.2993,,3023.35,2598.217,,14585.4679,2529.0111,1306.0271,2998.2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,20050420,16741.7878,33185.305,12945.2779,,3117.8784,2671.1212,,14660.148,2611.9883,1316.649,3053.8069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,20050421,16692.3229,32893.073,12640.8842,,3051.371,2583.7909,,14546.4771,2568.8641,1301.4184,3009.1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,20050422,16714.9108,33325.204,12676.253,,3083.8553,2618.809,,14601.8871,2616.3473,1301.9565,3016.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,20050425,16709.7787,32888.6944,12682.1556,,3102.6099,2640.6763,,14654.2311,2671.2823,1303.0472,3046.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,20050426,16732.6713,33257.4061,12510.9269,,3079.5799,2616.7165,,14722.1647,2633.3540000000007,1300.071,3004.8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,20050427,16706.6489,32443.7462,12568.4159,,3066.3998,2595.7392,,14730.0465,2638.9569,1298.414,3022.8483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,20050428,16727.567,32424.1895,12626.5545,,3071.7207,2596.2861,,14742.7169,2580.7077,1295.3055,3029.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,20050429,16837.849,32584.2887,12564.6723,,3053.8617,2577.5737,,14777.7815,2598.9332,1293.6569,3025.6894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,20050509,16843.3621,32906.1751,12784.0712,,3074.252,2582.6886,,14699.2458,2603.7933,1286.2873,3011.6692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,20050510,16862.1353,33113.1507,12727.4725,,3069.7961,2581.4515,,14724.8402,2612.875,1286.8078,3014.3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20050511,16811.9964,32775.6542,12679.4414,,3054.6073,2575.9506,,14540.8326,2567.5087,1283.8899,3015.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,20050512,16734.8694,32295.1928,12711.6746,,3065.9238,2576.936,,14636.0726,2524.353,1269.8586,3017.0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,20050513,16661.973,31137.7158,12778.7805,,3008.2698,2503.1457,,14434.1424,2466.5777,1258.8645,2992.7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,20050516,16668.2735,31302.8669,12873.3706,,3000.6144,2510.0363,,14407.5034,2493.2124,1264.6321,2988.3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,20050517,16672.1454,30482.8112,12926.2473,,2990.1740000000004,2487.3665,,14427.9895,2488.1728,1268.2563,2996.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,20050518,16705.3993,30685.4909,13113.5792,,3012.1063,2512.5352,,14588.7841,2540.8646,1272.6148,2937.4843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,20050519,16641.2924,30720.5093,13012.8914,,3019.451,2514.4,,14524.9404,2475.4663,1276.8027,2948.4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,20050520,16664.6185,30695.4305,13038.1994,,3019.1995,2518.9154,,14364.6802,2537.9978,1275.173,2964.4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,20050523,16618.2946,30350.827,13217.9001,,3071.0328,2600.135,,13945.4387,2516.3141,1284.2532,3024.6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,20050524,16694.837,30742.3197,13185.3961,,3043.5979,2558.994,,13955.5515,2544.3494,1284.9503,3013.1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,20050525,16651.4969,30658.1812,13111.3662,,3055.3681,2581.1867,,13712.5441,2544.0709,1269.257,3011.2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,20050526,16667.0375,30586.4041,13387.5615,,3112.5925,2671.5305,,13820.347,2585.6821,1277.7115,3047.3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,20050527,16675.8793,30762.1609,13479.9941,,3120.8545,2712.7498,,13892.7741,2578.9099,1283.554,3054.3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,20050530,16706.8939,30599.7904,13509.1965,,3125.6843,2709.1786,,14098.7044,2602.8811,1275.3835,3056.1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,20050531,16673.3726,30144.7589,13512.9626,,3138.187,2723.9106,,13974.8653,2575.226,1274.2066,3058.2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,20050601,16694.3718,30329.5059,13594.7461,,3094.7461,2677.8907,,13629.6043,2600.4294,1271.9712,3038.1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,20050602,16732.8222,31158.4438,13681.7191,,3078.095,2679.4323,,13788.7018,2670.3798,1270.697,3026.7234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,20050603,16843.6162,31554.5819,13751.2062,,3047.7438,2667.4972,,13856.0448,2692.9237,1268.766,2994.9395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,20050606,16999.4233,32783.1078,14107.7772,,3126.9678,2769.1282,,14045.5743,2799.1740000000004,1283.1825,3048.1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,20050607,16895.253,32570.2769,14109.9466,,3097.7808,2713.2858,,13955.5039,2771.6425,1279.2944,3020.0567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,20050608,16840.7998,31991.6989,14037.0477,,3082.6277,2703.8094,,14020.8845,2706.6098,1276.4227,3009.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20050609,16790.1472,32038.1404,13848.8504,,3074.458,2706.6704,,14032.5092,2669.0708,1277.677,2990.6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,20050610,16829.0123,32561.7306,14129.5407,,3079.1923,2713.4753,,14062.0289,2724.6388,1282.4071,2990.8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,20050613,16838.9291,32664.2307,13995.8191,,3077.1759,2710.7935,,14186.5699,2690.2663,1280.8183,2989.6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,20050614,16833.0332,32268.8691,13961.2992,,3067.3239,2701.5894,,14250.0521,2736.9127,1280.6616,2985.9990000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,20050615,16908.2842,32568.8876,13893.4141,,3085.6557,2735.7323,,14267.3777,2764.07,1281.4468,3015.8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,20050616,16864.2062,32699.9472,13807.6575,,3129.8018,2757.736,,14271.0346,2744.6869,1283.2399,3052.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,20050617,16862.7453,33054.0595,13923.8594,,3151.2226,2761.94,,14179.4005,2758.8872,1283.3115,3037.4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,20050620,16862.6328,34043.7066,14067.4368,,3229.0414,2814.3699,,14325.7793,2829.8828,1289.1763,3098.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,20050621,16738.8369,33589.9698,14033.3568,,3199.9366,2821.4176,,14314.2693,2777.4299,1285.9694,3080.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,20050622,16722.45,33649.1635,14210.8837,,3216.6963,2821.9729,,14281.1043,2786.0585,1289.4121,3079.3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,20050623,16659.8774,32964.6023,14223.937,,3157.152,2759.726,,14052.2604,2772.7263,1284.9428,3038.3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,20050624,16701.5741,33392.5506,14336.6158,,3170.538,2786.3849,,14192.136,2828.5443,1287.99,3057.6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,20050627,16680.228,33590.6663,14365.9905,,3137.4008,2755.0136,,14156.1983,2830.4833,1288.3228,3040.8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,20050628,16603.9355,33234.3719,14391.3993,,3019.6424,2654.8045,,14103.687,2799.76,1285.378,2905.234000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,20050629,16496.2154,32686.6823,14483.2141,,3003.2599,2681.6037,,14021.4023,2772.3485,1286.8399,2901.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,20050630,16542.6664,33211.3778,14470.663,,2952.5083,2642.3551,,13997.2097,2767.6166,1282.7064,2816.6075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,20050701,16549.3651,32886.2819,14748.311000000003,,2978.5388,2677.7469,,14178.3875,2788.3466,1281.6627,2847.9183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,20050704,16473.9921,32295.0404,15052.9779,,3023.9218,2699.7572,,14366.0675,2813.6432,1283.0982,2891.4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,20050705,16365.695,32575.4563,15063.6645,,3026.2528,2699.9872,,14349.8113,2839.086,1281.1158,2878.8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,20050706,16317.3692,32794.1586,15260.6991,,3046.6579,2711.2571,,14363.5648,2876.3001,1282.2794,2896.2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,20050707,16392.5637,33244.0141,15655.0029,,3037.6420000000007,2701.6948,,14289.1188,2932.3863,1282.477,2872.0332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,20050708,16365.7466,33260.1031,15925.8381,,3029.699,2701.1887,,14406.9804,2946.8894,1284.8227,2834.2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,20050711,16495.7892,33213.7811,15850.0283,,3029.1043,2682.5575,,14568.9229,2881.0179,1301.2767,2853.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,20050712,16578.4025,33294.2702,16145.6266,,3055.9609,2692.9755,,14630.8915,2893.8062,1298.2785,2899.7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,20050713,16520.3255,33138.039,15743.9822,,3023.7795,2667.0106,,14332.6112,2942.472,1290.8003,2892.5864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,20050714,16472.2622,33365.1911,15997.0666,,3038.2391,2684.7895,,14477.5149,2910.1647,1288.1125,2875.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,20050715,16642.4436,33200.753,16060.7368,,3043.2802,2685.6423,,14439.369,2879.9084,1298.5344,2898.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,20050718,16597.8155,33218.5003,16194.7652,,3016.6401,2676.6917,,14328.2938,2912.3265,1295.809,2888.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,20050719,16532.8019,33198.7971,16315.0077,,3014.5065,2671.4497,,14211.4447,2840.3255,1292.9808,2889.4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,20050720,16597.2124,33242.5103,16232.594,,2934.9431,2603.1618,,14036.6175,2817.5774,1282.1463,2879.9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,20050721,16570.5185,33271.2455,16294.1507,,2952.3341,2635.4689,,14085.1541,2806.665,1285.4712,2832.3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,20050722,16539.017,33457.5949,16581.2789,,2879.9058,2574.1,,14015.5341,2796.5101,1274.1375,2754.3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,20050725,16557.3451,34326.4194,16889.6648,,2877.8929,2560.5659,,14097.608,2858.9405,1265.1664,2780.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,20050726,16502.6876,34469.851,17067.9647,,2898.4544,2578.6536,,14050.3321,2840.3977,1263.0903,2784.3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,20050727,16443.6009,34215.9689,16828.9588,,2909.733,2583.2424,,13936.0201,2836.8785,1264.3497,2775.3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,20050728,16495.1212,34748.1675,17104.1103,,2903.0157,2581.6442,,13857.711,2849.1637,1248.3917,2782.8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
